,team_name,href,id,year,league_id
0,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2000,40,2000,5
1,SC Bastia,/sc-bastia/startseite/verein/595/saison_id/2000,595,2000,5
2,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2000,1082,2000,5
3,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2000,162,2000,5
4,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2000,618,2000,5
5,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095/saison_id/2000,1095,2000,5
6,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2000,244,2000,5
7,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667/saison_id/2000,667,2000,5
8,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2000,273,2000,5
9,RC Lens,/rc-lens/startseite/verein/826/saison_id/2000,826,2000,5
10,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2000,290,2000,5
11,EA Guingamp,/ea-guingamp/startseite/verein/855/saison_id/2000,855,2000,5
12,FC Metz,/fc-metz/startseite/verein/347/saison_id/2000,347,2000,5
13,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2000,995,2000,5
14,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2000,415,2000,5
15,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2000,1041,2000,5
16,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2000,583,2000,5
17,CS Sedan-Ardennes,/cs-sedan-ardennes/startseite/verein/1081/saison_id/2000,1081,2000,5
0,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2001,1041,2001,5
1,RC Lens,/rc-lens/startseite/verein/826/saison_id/2001,826,2001,5
2,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2001,290,2001,5
3,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2001,583,2001,5
4,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2001,1082,2001,5
5,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2001,40,2001,5
6,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095/saison_id/2001,1095,2001,5
7,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2001,750,2001,5
8,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2001,244,2001,5
9,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2001,995,2001,5
10,SC Bastia,/sc-bastia/startseite/verein/595/saison_id/2001,595,2001,5
11,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2001,273,2001,5
12,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2001,969,2001,5
13,CS Sedan-Ardennes,/cs-sedan-ardennes/startseite/verein/1081/saison_id/2001,1081,2001,5
14,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2001,162,2001,5
15,EA Guingamp,/ea-guingamp/startseite/verein/855/saison_id/2001,855,2001,5
16,FC Metz,/fc-metz/startseite/verein/347/saison_id/2001,347,2001,5
17,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2001,1158,2001,5
0,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2002,1041,2002,5
1,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2002,162,2002,5
2,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2002,244,2002,5
3,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2002,40,2002,5
4,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2002,750,2002,5
5,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2002,290,2002,5
6,EA Guingamp,/ea-guingamp/startseite/verein/855/saison_id/2002,855,2002,5
7,RC Lens,/rc-lens/startseite/verein/826/saison_id/2002,826,2002,5
8,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2002,995,2002,5
9,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2002,417,2002,5
10,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2002,583,2002,5
11,SC Bastia,/sc-bastia/startseite/verein/595/saison_id/2002,595,2002,5
12,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667/saison_id/2002,667,2002,5
13,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2002,1082,2002,5
14,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2002,273,2002,5
15,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2002,969,2002,5
16,AC Ajaccio,/ac-ajaccio/startseite/verein/1147/saison_id/2002,1147,2002,5
17,Le Havre AC,/ac-le-havre/startseite/verein/738/saison_id/2002,738,2002,5
18,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095/saison_id/2002,1095,2002,5
19,CS Sedan-Ardennes,/cs-sedan-ardennes/startseite/verein/1081/saison_id/2002,1081,2002,5
0,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2003,1041,2003,5
1,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2003,162,2003,5
2,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2003,244,2003,5
3,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2003,40,2003,5
4,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2003,750,2003,5
5,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2003,290,2003,5
6,EA Guingamp,/ea-guingamp/startseite/verein/855/saison_id/2003,855,2003,5
7,RC Lens,/rc-lens/startseite/verein/826/saison_id/2003,826,2003,5
8,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2003,995,2003,5
9,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2003,417,2003,5
10,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2003,583,2003,5
11,SC Bastia,/sc-bastia/startseite/verein/595/saison_id/2003,595,2003,5
12,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667/saison_id/2003,667,2003,5
13,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2003,1082,2003,5
14,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2003,273,2003,5
15,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2003,969,2003,5
16,AC Ajaccio,/ac-ajaccio/startseite/verein/1147/saison_id/2003,1147,2003,5
17,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2003,415,2003,5
18,Le Mans Union Club 72,/le-mans-fc/startseite/verein/1164/saison_id/2003,1164,2003,5
19,FC Metz,/fc-metz/startseite/verein/347/saison_id/2003,347,2003,5
0,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2004,1041,2004,5
1,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2004,162,2004,5
2,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2004,583,2004,5
3,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2004,244,2004,5
4,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2004,273,2004,5
5,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2004,1082,2004,5
6,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2004,40,2004,5
7,RC Lens,/rc-lens/startseite/verein/826/saison_id/2004,826,2004,5
8,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2004,750,2004,5
9,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2004,290,2004,5
10,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2004,995,2004,5
11,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2004,618,2004,5
12,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2004,415,2004,5
13,FC Metz,/fc-metz/startseite/verein/347/saison_id/2004,347,2004,5
14,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667/saison_id/2004,667,2004,5
15,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2004,417,2004,5
16,SC Bastia,/sc-bastia/startseite/verein/595/saison_id/2004,595,2004,5
17,AC Ajaccio,/ac-ajaccio/startseite/verein/1147/saison_id/2004,1147,2004,5
18,SM Caen,/sm-caen/startseite/verein/1162/saison_id/2004,1162,2004,5
19,FC Istres Ouest Provence,/istres-football-club/startseite/verein/2580/saison_id/2004,2580,2004,5
0,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2005,1041,2005,5
1,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2005,162,2005,5
2,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2005,244,2005,5
3,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2005,583,2005,5
4,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2005,273,2005,5
5,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2005,1082,2005,5
6,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2005,40,2005,5
7,RC Lens,/rc-lens/startseite/verein/826/saison_id/2005,826,2005,5
8,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2005,290,2005,5
9,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2005,618,2005,5
10,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2005,995,2005,5
11,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2005,750,2005,5
12,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2005,415,2005,5
13,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667/saison_id/2005,667,2005,5
14,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2005,417,2005,5
15,Le Mans Union Club 72,/le-mans-fc/startseite/verein/1164/saison_id/2005,1164,2005,5
16,FC Metz,/fc-metz/startseite/verein/347/saison_id/2005,347,2005,5
17,AS Nancy-Lorraine,/as-nancy-lorraine/startseite/verein/1159/saison_id/2005,1159,2005,5
18,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095/saison_id/2005,1095,2005,5
19,AC Ajaccio,/ac-ajaccio/startseite/verein/1147/saison_id/2005,1147,2005,5
0,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2006,1041,2006,5
1,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2006,244,2006,5
2,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2006,1082,2006,5
3,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2006,162,2006,5
4,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2006,40,2006,5
5,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2006,583,2006,5
6,RC Lens,/rc-lens/startseite/verein/826/saison_id/2006,826,2006,5
7,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2006,618,2006,5
8,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2006,273,2006,5
9,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2006,290,2006,5
10,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2006,750,2006,5
11,AS Nancy-Lorraine,/as-nancy-lorraine/startseite/verein/1159/saison_id/2006,1159,2006,5
12,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2006,415,2006,5
13,Le Mans Union Club 72,/le-mans-fc/startseite/verein/1164/saison_id/2006,1164,2006,5
14,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2006,995,2006,5
15,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2006,417,2006,5
16,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095/saison_id/2006,1095,2006,5
17,CS Sedan-Ardennes,/cs-sedan-ardennes/startseite/verein/1081/saison_id/2006,1081,2006,5
18,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2006,1158,2006,5
19,Valenciennes FC,/fc-valenciennes/startseite/verein/1423/saison_id/2006,1423,2006,5
0,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2007,1041,2007,5
1,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2007,244,2007,5
2,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2007,40,2007,5
3,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2007,162,2007,5
4,RC Lens,/rc-lens/startseite/verein/826/saison_id/2007,826,2007,5
5,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2007,618,2007,5
6,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2007,1082,2007,5
7,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2007,583,2007,5
8,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2007,273,2007,5
9,Le Mans Union Club 72,/le-mans-fc/startseite/verein/1164/saison_id/2007,1164,2007,5
10,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2007,415,2007,5
11,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2007,417,2007,5
12,AS Nancy-Lorraine,/as-nancy-lorraine/startseite/verein/1159/saison_id/2007,1159,2007,5
13,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2007,750,2007,5
14,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2007,290,2007,5
15,Valenciennes FC,/fc-valenciennes/startseite/verein/1423/saison_id/2007,1423,2007,5
16,RC Strasbourg Alsace,/rc-strassburg-alsace/startseite/verein/667/saison_id/2007,667,2007,5
17,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2007,1158,2007,5
18,SM Caen,/sm-caen/startseite/verein/1162/saison_id/2007,1162,2007,5
19,FC Metz,/fc-metz/startseite/verein/347/saison_id/2007,347,2007,5
0,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2008,1041,2008,5
1,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2008,244,2008,5
2,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2008,40,2008,5
3,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2008,583,2008,5
4,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2008,1082,2008,5
5,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2008,618,2008,5
6,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2008,273,2008,5
7,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2008,162,2008,5
8,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2008,415,2008,5
9,AS Nancy-Lorraine,/as-nancy-lorraine/startseite/verein/1159/saison_id/2008,1159,2008,5
10,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2008,417,2008,5
11,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2008,290,2008,5
12,Le Mans Union Club 72,/le-mans-fc/startseite/verein/1164/saison_id/2008,1164,2008,5
13,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2008,750,2008,5
14,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2008,1158,2008,5
15,Valenciennes FC,/fc-valenciennes/startseite/verein/1423/saison_id/2008,1423,2008,5
16,SM Caen,/sm-caen/startseite/verein/1162/saison_id/2008,1162,2008,5
17,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2008,995,2008,5
18,Grenoble Foot 38,/grenoble-foot-38/startseite/verein/1290/saison_id/2008,1290,2008,5
19,Le Havre AC,/ac-le-havre/startseite/verein/738/saison_id/2008,738,2008,5
0,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2009,1041,2009,5
1,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2009,244,2009,5
2,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2009,40,2009,5
3,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2009,1082,2009,5
4,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2009,583,2009,5
5,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2009,415,2009,5
6,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2009,162,2009,5
7,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2009,273,2009,5
8,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2009,618,2009,5
9,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2009,290,2009,5
10,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2009,417,2009,5
11,AS Nancy-Lorraine,/as-nancy-lorraine/startseite/verein/1159/saison_id/2009,1159,2009,5
12,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2009,1158,2009,5
13,Valenciennes FC,/fc-valenciennes/startseite/verein/1423/saison_id/2009,1423,2009,5
14,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2009,969,2009,5
15,Le Mans Union Club 72,/le-mans-fc/startseite/verein/1164/saison_id/2009,1164,2009,5
16,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2009,750,2009,5
17,RC Lens,/rc-lens/startseite/verein/826/saison_id/2009,826,2009,5
18,Grenoble Foot 38,/grenoble-foot-38/startseite/verein/1290/saison_id/2009,1290,2009,5
19,US Boulogne,/us-boulogne/startseite/verein/7042/saison_id/2009,7042,2009,5
0,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2010,1041,2010,5
1,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2010,244,2010,5
2,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2010,1082,2010,5
3,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2010,40,2010,5
4,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2010,273,2010,5
5,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2010,583,2010,5
6,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2010,415,2010,5
7,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2010,162,2010,5
8,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2010,618,2010,5
9,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2010,290,2010,5
10,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2010,417,2010,5
11,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2010,1158,2010,5
12,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2010,750,2010,5
13,Valenciennes FC,/fc-valenciennes/startseite/verein/1423/saison_id/2010,1423,2010,5
14,AS Nancy-Lorraine,/as-nancy-lorraine/startseite/verein/1159/saison_id/2010,1159,2010,5
15,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2010,969,2010,5
16,RC Lens,/rc-lens/startseite/verein/826/saison_id/2010,826,2010,5
17,SM Caen,/sm-caen/startseite/verein/1162/saison_id/2010,1162,2010,5
18,Stade Brestois 29,/stade-brest-29/startseite/verein/3911/saison_id/2010,3911,2010,5
19,AC Arles-Avignon,/athletic-club-arlesien/startseite/verein/11300/saison_id/2010,11300,2010,5
0,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2011,583,2011,5
1,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2011,1041,2011,5
2,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2011,244,2011,5
3,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2011,1082,2011,5
4,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2011,273,2011,5
5,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2011,969,2011,5
6,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2011,618,2011,5
7,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2011,415,2011,5
8,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2011,40,2011,5
9,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2011,750,2011,5
10,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2011,1158,2011,5
11,AS Nancy-Lorraine,/as-nancy-lorraine/startseite/verein/1159/saison_id/2011,1159,2011,5
12,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2011,417,2011,5
13,AJ Auxerre,/aj-auxerre/startseite/verein/290/saison_id/2011,290,2011,5
14,Valenciennes FC,/fc-valenciennes/startseite/verein/1423/saison_id/2011,1423,2011,5
15,Stade Brestois 29,/stade-brest-29/startseite/verein/3911/saison_id/2011,3911,2011,5
16,Dijon FCO,/dijon-fco/startseite/verein/2969/saison_id/2011,2969,2011,5
17,FC Évian Thonon Gaillard,/thonon-evian-grand-geneve-fc/startseite/verein/14171/saison_id/2011,14171,2011,5
18,SM Caen,/sm-caen/startseite/verein/1162/saison_id/2011,1162,2011,5
19,AC Ajaccio,/ac-ajaccio/startseite/verein/1147/saison_id/2011,1147,2011,5
0,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2012,583,2012,5
1,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2012,1041,2012,5
2,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2012,244,2012,5
3,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2012,1082,2012,5
4,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2012,273,2012,5
5,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2012,618,2012,5
6,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2012,415,2012,5
7,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2012,40,2012,5
8,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2012,969,2012,5
9,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2012,1158,2012,5
10,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2012,417,2012,5
11,Valenciennes FC,/fc-valenciennes/startseite/verein/1423/saison_id/2012,1423,2012,5
12,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2012,750,2012,5
13,AS Nancy-Lorraine,/as-nancy-lorraine/startseite/verein/1159/saison_id/2012,1159,2012,5
14,Stade Brestois 29,/stade-brest-29/startseite/verein/3911/saison_id/2012,3911,2012,5
15,SC Bastia,/sc-bastia/startseite/verein/595/saison_id/2012,595,2012,5
16,FC Évian Thonon Gaillard,/thonon-evian-grand-geneve-fc/startseite/verein/14171/saison_id/2012,14171,2012,5
17,AC Ajaccio,/ac-ajaccio/startseite/verein/1147/saison_id/2012,1147,2012,5
18,Stade Reims,/stade-reims/startseite/verein/1421/saison_id/2012,1421,2012,5
19,ESTAC Troyes,/es-troyes-ac/startseite/verein/1095/saison_id/2012,1095,2012,5
0,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2013,583,2013,5
1,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2013,162,2013,5
2,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2013,244,2013,5
3,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2013,1041,2013,5
4,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2013,618,2013,5
5,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2013,273,2013,5
6,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2013,1082,2013,5
7,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2013,415,2013,5
8,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2013,40,2013,5
9,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2013,1158,2013,5
10,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2013,417,2013,5
11,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2013,969,2013,5
12,FC Sochaux-Montbéliard,/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2013,750,2013,5
13,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2013,995,2013,5
14,Stade Reims,/stade-reims/startseite/verein/1421/saison_id/2013,1421,2013,5
15,Valenciennes FC,/fc-valenciennes/startseite/verein/1423/saison_id/2013,1423,2013,5
16,SC Bastia,/sc-bastia/startseite/verein/595/saison_id/2013,595,2013,5
17,FC Évian Thonon Gaillard,/thonon-evian-grand-geneve-fc/startseite/verein/14171/saison_id/2013,14171,2013,5
18,AC Ajaccio,/ac-ajaccio/startseite/verein/1147/saison_id/2013,1147,2013,5
19,EA Guingamp,/ea-guingamp/startseite/verein/855/saison_id/2013,855,2013,5
0,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2014,583,2014,5
1,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2014,162,2014,5
2,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2014,1041,2014,5
3,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2014,244,2014,5
4,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2014,618,2014,5
5,LOSC Lille,/losc-lille/startseite/verein/1082/saison_id/2014,1082,2014,5
6,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2014,40,2014,5
7,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2014,273,2014,5
8,FC Lorient,/fc-lorient/startseite/verein/1158/saison_id/2014,1158,2014,5
9,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2014,417,2014,5
10,Montpellier HSC,/montpellier-hsc/startseite/verein/969/saison_id/2014,969,2014,5
11,FC Toulouse,/fc-toulouse/startseite/verein/415/saison_id/2014,415,2014,5
12,FC Nantes,/fc-nantes/startseite/verein/995/saison_id/2014,995,2014,5
13,Stade Reims,/stade-reims/startseite/verein/1421/saison_id/2014,1421,2014,5
14,EA Guingamp,/ea-guingamp/startseite/verein/855/saison_id/2014,855,2014,5
15,FC Évian Thonon Gaillard,/thonon-evian-grand-geneve-fc/startseite/verein/14171/saison_id/2014,14171,2014,5
16,SC Bastia,/sc-bastia/startseite/verein/595/saison_id/2014,595,2014,5
17,SM Caen,/sm-caen/startseite/verein/1162/saison_id/2014,1162,2014,5
18,FC Metz,/fc-metz/startseite/verein/347/saison_id/2014,347,2014,5
19,RC Lens,/rc-lens/startseite/verein/826/saison_id/2014,826,2014,5
0,Paris Saint-Germain,/fc-paris-saint-germain/startseite/verein/583/saison_id/2015,583,2015,5
1,AS Monaco,/as-monaco/startseite/verein/162/saison_id/2015,162,2015,5
2,Olympique Lyon,/olympique-lyon/startseite/verein/1041/saison_id/2015,1041,2015,5
3,Olympique Marseille,/olympique-marseille/startseite/verein/244/saison_id/2015,244,2015,5
4,AS Saint-Étienne,/as-saint-etienne/startseite/verein/618/saison_id/2015,618,2015,5
5,Stade Rennais FC,/fc-stade-rennes/startseite/verein/273/saison_id/2015,273,2015,5
6,FC Girondins Bordeaux,/fc-girondins-bordeaux/startseite/verein/40/saison_id/2015,40,2015,5
7,OGC Nice,/ogc-nizza/startseite/verein/417/saison_id/2015,417,2015,5
